,SOURCE,TARGET,VOTE,RESULT
2363,Graeme Bartlett,Ymblanter,1,1
2364,99of9,Ymblanter,1,1
2365,Jenks24,Ymblanter,1,1
2366,Azylber,Ymblanter,1,1
2367,Chris.urs-o,Ymblanter,1,1
2368,Ktr101,Ymblanter,1,1
2369,Pratyya Ghosh,Ymblanter,1,1
2370,MrX,Ymblanter,1,1
2371,Pharaoh of the Wizards,Ymblanter,1,1
2372,TBrandley,Ymblanter,1,1
2373,Mark Arsten,Ymblanter,1,1
2374,Kierzek,Ymblanter,1,1
2375,Incnis Mrsi,Ymblanter,1,1
2376,Boing! said Zebedee,Ymblanter,1,1
2377,Andrew Gray,Ymblanter,1,1
2378,WereSpielChequers,Ymblanter,1,1
2379,Wizardman,Ymblanter,1,1
2380,Ezhiki,Ymblanter,1,1
2381,Stfg,Ymblanter,1,1
2382,Sparklism,Ymblanter,1,1
2383,Dirtlawyer1,Ymblanter,1,1
2384,Gerda Arendt,Ymblanter,1,1
2385,PaleAqua,Ymblanter,1,1
2386,NintendoFan,Ymblanter,1,1
2387,Mark91,Ymblanter,1,1
2388,Guðsþegn,Ymblanter,1,1
2389,INeverCry,Ymblanter,1,1
2390,Peridon,Ymblanter,1,1
2391,Reaper Eternal,Ymblanter,1,1
2392,AutomaticStrikeout,Ymblanter,1,1
2393,Miniapolis,Ymblanter,1,1
2394,I am One of Many,Ymblanter,1,1
2395,Widr,Ymblanter,1,1
2396,Kiefer.Wolfowitz,Ymblanter,1,1
2397,Go Phightins!,Ymblanter,1,1
2398,Tazerdadog,Ymblanter,1,1
2399,Joe Decker,Ymblanter,1,1
2400,Tolly4bolly,Ymblanter,1,1
2401,Tomcat7,Ymblanter,1,1
2402,The ed17,Ymblanter,1,1
2403,Someguy1221,Ymblanter,1,1
2404,King of Hearts,Ymblanter,1,1
2405,Stalwart111,Ymblanter,1,1
2406,Newyorkbrad,Ymblanter,1,1
2407,Carrite,Ymblanter,1,1
2408,Deryck Chan,Ymblanter,1,1
2409,Casliber,Ymblanter,1,1
2410,Glrx,Ymblanter,1,1
2411,Kurtis,Ymblanter,1,1
2412,Secret,Ymblanter,1,1
2413,Mediran,Ymblanter,1,1
2414,Cncmaster,Ymblanter,1,1
2415,Plutonium27,Ymblanter,1,1
2416,Razionale,Ymblanter,1,1
2417,Spartaz,Ymblanter,1,1
2418,Rzuwig,Ymblanter,1,1
2419,TCN7JM,Ymblanter,1,1
2420,Amorymeltzer,Ymblanter,1,1
2421,GiantSnowman,Ymblanter,1,1
2422,SlimVirgin,Ymblanter,1,1
2423,Northamerica1000,Ymblanter,1,1
2424,Kilopi,Ymblanter,1,1
2425,Morning Sunshine,Ymblanter,1,1
2426,Lord Roem,Ymblanter,1,1
2427,TempName1,Ymblanter,1,1
2428,Mr. Stradivarius,Ymblanter,1,1
2429,It Is Me Here,Ymblanter,1,1
2430,Jayjg,Ymblanter,1,1
2431,Sven Manguard,Ymblanter,1,1
2432,Brambleberry of RiverClan,Ymblanter,1,1
2433,ItsZippy,Ymblanter,1,1
2434,Inka 888,Ymblanter,1,1
2435,OlEnglish,Ymblanter,1,1
2436,A7x,Ymblanter,1,1
2437,Inks.LWC,Ymblanter,1,1
2438,Soul Train,Ymblanter,1,1
2439,Lectonar,Ymblanter,1,1
2440,Kablammo,Ymblanter,1,1
2441,Laurascudder,Ymblanter,1,1
2442,Ryan Postlethwaite,Ymblanter,1,1
2443,Ceoil,Ymblanter,1,1
2444,Ret.Prof,Ymblanter,1,1
2445,Marauder40,Ymblanter,1,1
2446,KillerChihuahua,Ymblanter,1,1
2447,Spencer,Ymblanter,1,1
2448,TheShadowCrow,Ymblanter,1,1
2449,Adjwilley,Ymblanter,1,1
2450,Jschnur,Ymblanter,1,1
2451,Espresso Addict,Ymblanter,1,1
2452,Riana,Ymblanter,1,1
2453,Hawkeye7,Ymblanter,1,1
2454,Bwilkins,Ymblanter,1,1
2455,Chrishonduras,Ymblanter,1,1
2456,Tryptofish,Ymblanter,1,1
2457,Rich Farmbrough,Ymblanter,1,1
2458,ImperfectlyInformed,Ymblanter,1,1
2459,Axl,Ymblanter,1,1
2460,Brookie,Ymblanter,1,1
2461,Starblind,Ymblanter,1,1
2462,Ched,Ymblanter,1,1
2463,Scottywong,Ymblanter,1,1
2464,Hahc21,Ymblanter,1,1
2465,Keegan,Ymblanter,1,1
2466,Brateevsky,Ymblanter,1,1
2467,GabeMc,Ymblanter,1,1
2468,Gilderien,Ymblanter,1,1
2469,Pdcook,Ymblanter,1,1
2470,Tyrol5,Ymblanter,1,1
2471,Sj,Ymblanter,1,1
2472,LlamaAl,Ymblanter,1,1
2473,Webclient101,Ymblanter,1,1
2474,Vigyani,Ymblanter,1,1
2475,Tom Morris,Ymblanter,1,1
2476,Atama,Ymblanter,1,1
2477,The Bushranger,Ymblanter,1,1
2478,Malcolmxl5,Ymblanter,1,1
2479,The Anonymouse,Ymblanter,1,1
2480,,Ymblanter,-1,1
2481,Bensdream,Ymblanter,-1,1
2482,ThePHAdvocate,angelo1345,1,-1
2483,AmericanJohn33,angelo1345,1,-1
2484,Deb,angelo1345,-1,-1
2485,Ritchie333,angelo1345,-1,-1
2486,Stfg,angelo1345,-1,-1
2487,Leaky caldron,angelo1345,-1,-1
2488,Ultraexactzz,angelo1345,-1,-1
2489,Hut 8.5,angelo1345,-1,-1
2490,Bluerasberry,angelo1345,-1,-1
2491,Jasper Deng,AppleJack-7,-1,-1
2492,The Utahraptor,AppleJack-7,-1,-1
2493,Dainomite,AppleJack-7,-1,-1
2494,Glrx,AppleJack-7,-1,-1
2495,LindsayH,AppleJack-7,-1,-1
2496,Mkdw,AppleJack-7,-1,-1
2497,Dennis Brown,AppleJack-7,-1,-1
2498,Kudpung,AppleJack-7,-1,-1
2499,RightCowLeftCoast,AppleJack-7,-1,-1
2500,Keepscases,AppleJack-7,0,-1
2501,VQuakr,AppleJack-7,0,-1
2502,Cmach7,Banaticus,1,-1
2503,BuickCenturyDriver,Banaticus,1,-1
2504,Vacation9,Banaticus,1,-1
2505,Ajraddatz,Banaticus,1,-1
2506,Go Phightins!,Banaticus,1,-1
2507,Tazerdadog,Banaticus,1,-1
2508,Pratyya Ghosh,Banaticus,1,-1
2509,Inka 888,Banaticus,1,-1
2510,Trusilver,Banaticus,1,-1
2511,Brookie,Banaticus,1,-1
2512,Mediran,Banaticus,1,-1
2513,Anthony Bradbury,Banaticus,1,-1
2514,Majoreditor,Banaticus,1,-1
2515,RegentsPark,Banaticus,1,-1
2516,WereSpielChequers,Banaticus,1,-1
2517,Miniapolis,Banaticus,1,-1
2518,Surajt88,Banaticus,1,-1
2519,Nyttend,Banaticus,1,-1
2520,RayAYang,Banaticus,1,-1
2521,Soap,Banaticus,1,-1
2522,TCO,Banaticus,1,-1
2523,nerdfighter,Banaticus,1,-1
2524,Doctree,Banaticus,1,-1
2525,Rogerd,Banaticus,1,-1
2526,Hex,Banaticus,1,-1
2527,Dlohcierekim,Banaticus,1,-1
2528,,Banaticus,1,-1
2529,Amatulic,Banaticus,1,-1
2530,Leaky caldron,Banaticus,-1,-1
2531,Kraxler,Banaticus,-1,-1
2532,Promethean,Banaticus,-1,-1
2533,Kiefer.Wolfowitz,Banaticus,-1,-1
2534,Intothatdarkness,Banaticus,-1,-1
2535,Chick Bowen,Banaticus,-1,-1
2536,IComputerSaysNo,Banaticus,-1,-1
2537,Spencer,Banaticus,-1,-1
2538,Glrx,Banaticus,-1,-1
2539,Nathan Johnson,Banaticus,-1,-1
2540,Cindamuse,Banaticus,-1,-1
2541,Brambleberry of RiverClan,Banaticus,-1,-1
2542,Kierzek,Banaticus,-1,-1
2543,LlamaAl,Banaticus,-1,-1
2544,Mabdul,Banaticus,-1,-1
2545,Jebus989,Banaticus,-1,-1
2546,Stfg,Banaticus,-1,-1
2547,Cncmaster,Banaticus,-1,-1
2548,Mkdw,Banaticus,-1,-1
2549,JayJay,Banaticus,-1,-1
2550,Fox Wilson,Banaticus,-1,-1
2551,A7x,Banaticus,-1,-1
2552,Tucoxn,Banaticus,-1,-1
2553,BrownHairedGirl,Banaticus,-1,-1
2554,Slon02,Banaticus,-1,-1
2555,MelbourneStar,Banaticus,-1,-1
2556,The ed17,Banaticus,0,-1
2557,King of Hearts,Banaticus,0,-1
2558,AutomaticStrikeout,Banaticus,0,-1
2559,Tyrol5,Banaticus,0,-1
2560,Mr. Stradivarius,Banaticus,0,-1
2561,Stalwart111,Banaticus,0,-1
2562,Boing! said Zebedee,Banaticus,0,-1
2563,Kurtis,Banaticus,0,-1
2564,Dennis Brown,Banaticus,0,-1
2565,Malinaccier,Banaticus,0,-1
2566,Tryptofish,Banaticus,0,-1
2567,Sparklism,Banaticus,0,-1
2568,Joe Decker,Banaticus,0,-1
2569,Axl,Banaticus,0,-1
2570,Ched,Banaticus,0,-1
2571,Ritchie333,Banaticus,0,-1
2572,MrX,Binksternet,1,-1
2573,SarekOfVulcan,Binksternet,1,-1
2574,Hahc21,Binksternet,1,-1
2575,Jusdafax,Binksternet,1,-1
2576,Greengreengreenred,Binksternet,1,-1
2577,NuclearWarfare,Binksternet,1,-1
2578,Nathan Johnson,Binksternet,1,-1
2579,Tazerdadog,Binksternet,1,-1
2580,Someguy1221,Binksternet,1,-1
2581,Tolly4bolly,Binksternet,1,-1
2582,Hawkeye7,Binksternet,1,-1
2583,Yeepsi,Binksternet,1,-1
2584,Nomoskedasticity,Binksternet,1,-1
2585,Uncle Milty,Binksternet,1,-1
2586,Wikiwind,Binksternet,1,-1
2587,MelanieN,Binksternet,1,-1
2588,MONGO,Binksternet,1,-1
2589,Ritchie333,Binksternet,1,-1
2590,SlimVirgin,Binksternet,1,-1
2591,Kierzek,Binksternet,1,-1
2592,Orlady,Binksternet,1,-1
2593,Nick-D,Binksternet,1,-1
2594,TCO,Binksternet,1,-1
2595,RayAYang,Binksternet,1,-1
2596,Viriditas,Binksternet,1,-1
2597,Jenks24,Binksternet,1,-1
2598,Cindamuse,Binksternet,1,-1
2599,Miniapolis,Binksternet,1,-1
2600,Guy Macon,Binksternet,1,-1
2601,Gandydancer,Binksternet,1,-1
2602,MilborneOne,Binksternet,1,-1
2603,Writegeist,Binksternet,1,-1
2604,KillerChihuahua,Binksternet,1,-1
2605,Chrishonduras,Binksternet,1,-1
2606,Tofutwitch11,Binksternet,1,-1
2607,Beyond My Ken,Binksternet,1,-1
2608,Sonicyouth86,Binksternet,1,-1
2609,Stalwart111,Binksternet,1,-1
2610,Shrigley,Binksternet,1,-1
2611,IRWolfie-,Binksternet,1,-1
2612,Cluetrainwoowoo,Binksternet,1,-1
2613,Secret,Binksternet,1,-1
2614,Rjensen,Binksternet,1,-1
2615,Kim Dent-Brown,Binksternet,1,-1
2616,Scottywong,Binksternet,1,-1
2617,RegentsPark,Binksternet,1,-1
2618,And Adoil Descended,Binksternet,1,-1
2619,I am One of Many,Binksternet,1,-1
2620,Noleander,Binksternet,1,-1
2621,Ohnoitsjamie,Binksternet,1,-1
2622,Rogerd,Binksternet,1,-1
2623,Deryck Chan,Binksternet,1,-1
2624,Casliber,Binksternet,1,-1
2625,PaleAqua,Binksternet,1,-1
2626,Plutonium27,Binksternet,1,-1
2627,Spartaz,Binksternet,1,-1
2628,Anthony Bradbury,Binksternet,1,-1
2629,Rzuwig,Binksternet,1,-1
2630,Joe Decker,Binksternet,1,-1
2631,Malleus Fatuorum,Binksternet,1,-1
2632,Pass a Method,Binksternet,1,-1
2633,PumpkinSky,Binksternet,1,-1
2634,Gobonobo,Binksternet,1,-1
2635,Dreadstar,Binksternet,1,-1
2636,The Four Deuces,Binksternet,1,-1
2637,Mscuthbert,Binksternet,1,-1
2638,Buster7,Binksternet,1,-1
2639,John,Binksternet,1,-1
2640,Malke 2010,Binksternet,1,-1
2641,Drmies,Binksternet,1,-1
2642,Modernist,Binksternet,1,-1
2643,OlEnglish,Binksternet,1,-1
2644,Boing! said Zebedee,Binksternet,1,-1
2645,Kablammo,Binksternet,1,-1
2646,Ret.Prof,Binksternet,1,-1
2647,Axl,Binksternet,1,-1
2648,Pedro,Binksternet,1,-1
2649,MastCell,Binksternet,1,-1
2650,Ubikwit,Binksternet,1,-1
2651,Scray,Binksternet,1,-1
2652,Kiefer.Wolfowitz,Binksternet,1,-1
2653,Orlady,Binksternet,1,-1
2654,Slp1,Binksternet,1,-1
2655,Rich Farmbrough,Binksternet,1,-1
2656,The Devil's Advocate,Binksternet,-1,-1
2657,Wehwalt,Binksternet,-1,-1
2658,Thargor Orlando,Binksternet,-1,-1
2659,Collect,Binksternet,-1,-1
2660,Deli nk,Binksternet,-1,-1
2661,Stfg,Binksternet,-1,-1
2662,Widr,Binksternet,-1,-1
2663,GiantSnowman,Binksternet,-1,-1
2664,Sparklism,Binksternet,-1,-1
2665,JayJay,Binksternet,-1,-1
2666,Intothatdarkness,Binksternet,-1,-1
2667,Carrite,Binksternet,-1,-1
2668,Ducknish,Binksternet,-1,-1
2669,Sjones23,Binksternet,-1,-1
2670,Kraxler,Binksternet,-1,-1
2671,Go Phightins!,Binksternet,-1,-1
2672,Razionale,Binksternet,-1,-1
2673,Kilopi,Binksternet,-1,-1
2674,Beagel,Binksternet,-1,-1
2675,Mediran,Binksternet,-1,-1
2676,MelbourneStar,Binksternet,-1,-1
2677,TBrandley,Binksternet,-1,-1
2678,Orange Suede Sofa,Binksternet,-1,-1
2679,Arkon,Binksternet,-1,-1
2680,Arzel,Binksternet,-1,-1
2681,Amadscientist,Binksternet,-1,-1
2682,Cncmaster,Binksternet,-1,-1
2683,Steven Zhang,Binksternet,-1,-1
2684,GeorgeLouis,Binksternet,-1,-1
2685,Tyrol5,Binksternet,-1,-1
2686,Rschen7754,Binksternet,-1,-1
2687,Doc9871,Binksternet,-1,-1
2688,RightCowLeftCoast,Binksternet,-1,-1
2689,Little green rosetta,Binksternet,-1,-1
2690,Ktr101,Binksternet,-1,-1
2691,Darkstar1st,Binksternet,-1,-1
2692,Toa Nidhiki05,Binksternet,-1,-1
2693,StAnselm,Binksternet,-1,-1
2694,Brambleberry of RiverClan,Binksternet,-1,-1
2695,Capitalismojo,Binksternet,-1,-1
2696,Bluerasberry,Binksternet,-1,-1
2697,A7x,Binksternet,-1,-1
2698,Inks.LWC,Binksternet,-1,-1
2699,Marauder40,Binksternet,-1,-1
2700,Slon02,Binksternet,-1,-1
2701,Status,Binksternet,-1,-1
2702,AutomaticStrikeout,Binksternet,0,-1
2703,BDD,Binksternet,0,-1
2704,Dennis Brown,Binksternet,0,-1
2705,Ultraexactzz,Binksternet,0,-1
2706,TParis,Binksternet,0,-1
2707,The ed17,Binksternet,0,-1
2708,Northamerica1000,Binksternet,0,-1
2709,DCI2026,Binksternet,0,-1
2710,The Bushranger,Binksternet,0,-1
2711,Badmintonhist,Binksternet,0,-1
2712,Tryptofish,Binksternet,0,-1
2713,TempName1,Binksternet,0,-1
2714,Mr. Stradivarius,Binksternet,0,-1
2715,Kurtis,Binksternet,0,-1
2716,Fladrif,Binksternet,0,-1
2717,Adjwilley,Binksternet,0,-1
2718,Thumperward,Binksternet,0,-1
2719,Mark Arsten,Binksternet,0,-1
2720,Bwilkins,Binksternet,0,-1
2721,LindsayH,Binksternet,0,-1
2722,Demiurge1000,Carrite,1,-1
2723,28bytes,Carrite,1,-1
2724,Boing! said Zebedee,Carrite,1,-1
2725,WilyD,Carrite,1,-1
2726,Nathan Johnson,Carrite,1,-1
2727,AutomaticStrikeout,Carrite,1,-1
2728,MelanieN,Carrite,1,-1
2729,Intothatdarkness,Carrite,1,-1
2730,Mark Arsten,Carrite,1,-1
2731,Hex,Carrite,1,-1
2732,Go Phightins!,Carrite,1,-1
2733,Kiefer.Wolfowitz,Carrite,1,-1
2734,Stalwart111,Carrite,1,-1
2735,Alf.laylah.wa.laylah,Carrite,1,-1
2736,Jebus989,Carrite,1,-1
2737,Adjwilley,Carrite,1,-1
2738,Floquenbeam,Carrite,1,-1
2739,Miniapolis,Carrite,1,-1
2740,TBrandley,Carrite,1,-1
2741,Dennis Brown,Carrite,1,-1
2742,Elen of the Roads,Carrite,1,-1
2743,RP459,Carrite,1,-1
2744,Cullen328,Carrite,1,-1
2745,Joe Decker,Carrite,1,-1
2746,Paul Erik,Carrite,1,-1
2747,Garamond Lethe,Carrite,1,-1
2748,Sparklism,Carrite,1,-1
2749,Shudde,Carrite,1,-1
2750,,Carrite,1,-1
2751,Aircorn,Carrite,1,-1
2752,Till,Carrite,1,-1
2753,Yunshui,Carrite,1,-1
2754,Buster7,Carrite,1,-1
2755,WereSpielChequers,Carrite,1,-1
2756,Pratyya Ghosh,Carrite,1,-1
2757,Dainomite,Carrite,1,-1
2758,Guettarda,Carrite,1,-1
2759,Ryan Vesey,Carrite,1,-1
2760,The Devil's Advocate,Carrite,1,-1
2761,DGG,Carrite,1,-1
2762,Spartaz,Carrite,1,-1
2763,Ched,Carrite,1,-1
2764,Hobit,Carrite,1,-1
2765,Jayen466,Carrite,1,-1
2766,TheOverflow,Carrite,1,-1
2767,Rogerd,Carrite,1,-1
2768,Ultraexactzz,Carrite,1,-1
2769,Cla68,Carrite,1,-1
2770,SB Johnny,Carrite,1,-1
2771,Dirtlawyer1,Carrite,1,-1
2772,Tryptofish,Carrite,1,-1
2773,MJ94,Carrite,1,-1
2774,SimSaladBim,Carrite,1,-1
2775,Fladrif,Carrite,1,-1
2776,Chrishonduras,Carrite,1,-1
2777,Ajraddatz,Carrite,1,-1
2778,Stanistani,Carrite,1,-1
2779,Drmies,Carrite,1,-1
2780,Edison,Carrite,1,-1
2781,LadyofShalott,Carrite,1,-1
2782,Kevin,Carrite,1,-1
2783,Nyttend,Carrite,1,-1
2784,Solti,Carrite,1,-1
2785,Colonel Warden,Carrite,1,-1
2786,Silver seren,Carrite,1,-1
2787,Filelakeshoe,Carrite,1,-1
2788,TUXLIE,Carrite,1,-1
2789,LlamaAl,Carrite,1,-1
2790,Only in death,Carrite,1,-1
2791,Themfromspace,Carrite,1,-1
2792,Volunteer Marek,Carrite,1,-1
2793,FiachraByrne,Carrite,1,-1
2794,DCI2026,Carrite,1,-1
2795,TCO,Carrite,1,-1
2796,Santa Claus of the Future,Carrite,1,-1
2797,SarekOfVulcan,Carrite,1,-1
2798,Yrtneg,Carrite,1,-1
2799,Salvidrim,Carrite,1,-1
2800,Ceoil,Carrite,1,-1
2801,Inks.LWC,Carrite,1,-1
2802,Axl,Carrite,1,-1
2803,Truthkeeper88,Carrite,1,-1
2804,Worm That Turned,Carrite,-1,-1
2805,GiantSnowman,Carrite,-1,-1
2806,TParis,Carrite,-1,-1
2807,Rschen7754,Carrite,-1,-1
2808,Hut 8.5,Carrite,-1,-1
2809,Snowolf,Carrite,-1,-1
2810,Shadowjams,Carrite,-1,-1
2811,Fluffernutter,Carrite,-1,-1
2812,Garion96,Carrite,-1,-1
2813,Gobonobo,Carrite,-1,-1
2814,Wizardman,Carrite,-1,-1
2815,Leaky caldron,Carrite,-1,-1
2816,Rockfang,Carrite,-1,-1
2817,Jusdafax,Carrite,-1,-1
2818,BarkingFish,Carrite,-1,-1
2819,Inka 888,Carrite,-1,-1
2820,Lord Roem,Carrite,-1,-1
2821,Brookie,Carrite,-1,-1
2822,Moonriddengirl,Carrite,-1,-1
2823,Epbr123,Carrite,-1,-1
2824,Coren,Carrite,-1,-1
2825,Reaper Eternal,Carrite,-1,-1
2826,Pedro,Carrite,-1,-1
2827,IComputerSaysNo,Carrite,-1,-1
2828,AniMate,Carrite,-1,-1
2829,Malcolmxl5,Carrite,-1,-1
2830,Status,Carrite,-1,-1
2831,Cncplayer,Carrite,-1,-1
2832,Prodego,Carrite,-1,-1
2833,Iselilja,Carrite,-1,-1
2834,Gryllida,Carrite,-1,-1
2835,LauraHale,Carrite,-1,-1
2836,Thumperward,Carrite,-1,-1
2837,Kraxler,Carrite,-1,-1
2838,De728631,Carrite,-1,-1
2839,Anthony Bradbury,Carrite,-1,-1
2840,Prioryman,Carrite,-1,-1
2841,Beyond My Ken,Carrite,-1,-1
2842,Writ Keeper,Carrite,-1,-1
2843,gwickwire,Carrite,-1,-1
2844,Kierzek,Carrite,-1,-1
2845,JayJay,Carrite,-1,-1
2846,MelbourneStar,Carrite,-1,-1
2847,Wctaiwan,Carrite,-1,-1
2848,Nick-D,Carrite,-1,-1
2849,Philosopher,Carrite,-1,-1
2850,Mediran,Carrite,-1,-1
2851,Wikiwind,Carrite,-1,-1
2852,Rcsprinter123,Carrite,-1,-1
2853,Nsk92,Carrite,-1,-1
2854,BrownHairedGirl,Carrite,-1,-1
2855,Shawn in Montreal,Carrite,-1,-1
2856,Hahc21,Carrite,0,-1
2857,Malik Shabazz,Carrite,0,-1
2858,Addshore,Carrite,0,-1
2859,Ocaasi,Carrite,0,-1
2860,Mohamed CJ,Carrite,0,-1
2861,Useight's Public Sock,Carrite,0,-1
2862,Peridon,Carrite,0,-1
2863,Kurtis,Carrite,0,-1
2864,The Utahraptor,Carrite,0,-1
2865,Mkdw,Carrite,0,-1
2866,Incnis Mrsi,Carrite,0,-1
2867,QuiteUnusual,Carrite,0,-1
2868,A7x,Carrite,0,-1
2869,Vacation9,DCI2026,1,-1
2870,Inka 888,DCI2026,1,-1
2871,Ktr101,DCI2026,1,-1
2872,BuickCenturyDriver,DCI2026,1,-1
2873,Mediran,DCI2026,1,-1
2874,Kiefer.Wolfowitz,DCI2026,1,-1
2875,Nathan Johnson,DCI2026,1,-1
2876,Majoreditor,DCI2026,-1,-1
2877,The Devil's Advocate,DCI2026,-1,-1
2878,Glrx,DCI2026,-1,-1
2879,Kraxler,DCI2026,-1,-1
2880,LittleBenW,DCI2026,-1,-1
2881,Tyrol5,DCI2026,-1,-1
2882,Brambleberry of RiverClan,DCI2026,-1,-1
2883,Webclient101,DCI2026,-1,-1
2884,Cncmaster,DCI2026,-1,-1
2885,Stfg,DCI2026,-1,-1
2886,TParis,DCI2026,0,-1
2887,Go Phightins!,DCI2026,0,-1
2888,AutomaticStrikeout,Dirtlawyer1,1,-1
2889,Go Phightins!,Dirtlawyer1,1,-1
2890,Jweiss11,Dirtlawyer1,1,-1
2891,Secret,Dirtlawyer1,1,-1
2892,Purplebackpack89,Dirtlawyer1,1,-1
2893,Mark Arsten,Dirtlawyer1,1,-1
2894,TBrandley,Dirtlawyer1,1,-1
2895,DGG,Dirtlawyer1,1,-1
2896,Joe Decker,Dirtlawyer1,1,-1
2897,Nyttend,Dirtlawyer1,1,-1
2898,Vejvančický,Dirtlawyer1,1,-1
2899,Inks.LWC,Dirtlawyer1,1,-1
2900,Kurtis,Dirtlawyer1,1,-1
2901,Marcus Qwertyus,Dirtlawyer1,1,-1
2902,Anthonyhcole,Dirtlawyer1,1,-1
2903,Stalwart111,Dirtlawyer1,1,-1
2904,Kiefer.Wolfowitz,Dirtlawyer1,1,-1
2905,Torreslfchero,Dirtlawyer1,1,-1
2906,Filelakeshoe,Dirtlawyer1,1,-1
2907,Dennis Brown,Dirtlawyer1,1,-1
2908,LlamaAl,Dirtlawyer1,1,-1
2909,Pharaoh of the Wizards,Dirtlawyer1,1,-1
2910,Pratyya Ghosh,Dirtlawyer1,1,-1
2911,GiantSnowman,Dirtlawyer1,1,-1
2912,Lord Roem,Dirtlawyer1,1,-1
2913,Ktr101,Dirtlawyer1,1,-1
2914,Carioca,Dirtlawyer1,1,-1
2915,Someguy1221,Dirtlawyer1,1,-1
2916,Miniapolis,Dirtlawyer1,1,-1
2917,Kuru,Dirtlawyer1,1,-1
2918,Spencer,Dirtlawyer1,1,-1
2919,Mlpearc,Dirtlawyer1,1,-1
2920,Patriarca12,Dirtlawyer1,1,-1
2921,Zagalejo,Dirtlawyer1,1,-1
2922,Stephen,Dirtlawyer1,1,-1
2923,Dainomite,Dirtlawyer1,1,-1
2924,Carrite,Dirtlawyer1,1,-1
2925,Swarm,Dirtlawyer1,1,-1
2926,Brookie,Dirtlawyer1,1,-1
2927,WilyD,Dirtlawyer1,1,-1
2928,Ironholds,Dirtlawyer1,1,-1
2929,Jebus989,Dirtlawyer1,1,-1
2930,Érico Júnior Wouters,Dirtlawyer1,1,-1
2931,Shadowjams,Dirtlawyer1,1,-1
2932,Cbl62,Dirtlawyer1,1,-1
2933,Wizardman,Dirtlawyer1,1,-1
2934,RP459,Dirtlawyer1,1,-1
2935,Cncplayer,Dirtlawyer1,1,-1
2936,Kierzek,Dirtlawyer1,1,-1
2937,Sparklism,Dirtlawyer1,1,-1
2938,TonyTheTiger,Dirtlawyer1,1,-1
2939,SarekOfVulcan,Dirtlawyer1,1,-1
2940,AuburnPilot,Dirtlawyer1,1,-1
2941,Rogerd,Dirtlawyer1,1,-1
2942,Mkdw,Dirtlawyer1,1,-1
2943,Inka 888,Dirtlawyer1,1,-1
2944,Epeefleche,Dirtlawyer1,1,-1
2945,ZappaOMati,Dirtlawyer1,1,-1
2946,Bagumba,Dirtlawyer1,1,-1
2947,MrX,Dirtlawyer1,1,-1
2948,INeverCry,Dirtlawyer1,1,-1
2949,Espresso Addict,Dirtlawyer1,1,-1
2950,Ks0stm,Dirtlawyer1,1,-1
2951,Axl,Dirtlawyer1,1,-1
2952,KillerChihuahua,Dirtlawyer1,1,-1
2953,A7x,Dirtlawyer1,1,-1
2954,Mediran,Dirtlawyer1,1,-1
2955,Colonel Warden,Dirtlawyer1,1,-1
2956,TCO,Dirtlawyer1,1,-1
2957,Zeng8r,Dirtlawyer1,1,-1
2958,Wsiegmund,Dirtlawyer1,1,-1
2959,Bmusician,Dirtlawyer1,1,-1
2960,Gilderien,Dirtlawyer1,1,-1
2961,Nsk92,Dirtlawyer1,1,-1
2962,Dream Focus,Dirtlawyer1,1,-1
2963,Yrtneg,Dirtlawyer1,1,-1
2964,AlexiusHoratius,Dirtlawyer1,1,-1
2965,Nolelover,Dirtlawyer1,1,-1
2966,Mark91,Dirtlawyer1,1,-1
2967,Greengreengreenred,Dirtlawyer1,1,-1
2968,Darkfrog24,Dirtlawyer1,1,-1
2969,Philipmj24,Dirtlawyer1,1,-1
2970,MONGO,Dirtlawyer1,1,-1
2971,Foxj,Dirtlawyer1,1,-1
2972,Wehwalt,Dirtlawyer1,1,-1
2973,RayAYang,Dirtlawyer1,1,-1
2974,The Blade of the Northern Lights,Dirtlawyer1,1,-1
2975,Moriori,Dirtlawyer1,1,-1
2976,Ejgreen77,Dirtlawyer1,1,-1
2977,Cmach7,Dirtlawyer1,1,-1
2978,Richmond96,Dirtlawyer1,1,-1
2979,Tucoxn,Dirtlawyer1,1,-1
2980,Frietjes,Dirtlawyer1,-1,-1
2981,Trevj,Dirtlawyer1,-1,-1
2982,Thumperward,Dirtlawyer1,-1,-1
2983,Stfg,Dirtlawyer1,-1,-1
2984,Tony1,Dirtlawyer1,-1,-1
2985,SMcCandlish,Dirtlawyer1,-1,-1
2986,Neotarf,Dirtlawyer1,-1,-1
2987,Ceoil,Dirtlawyer1,-1,-1
2988,Ohconfucius,Dirtlawyer1,-1,-1
2989,Dicklyon,Dirtlawyer1,-1,-1
2990,Noetica,Dirtlawyer1,-1,-1
2991,Jusdafax,Dirtlawyer1,-1,-1
2992,Staberinde,Dirtlawyer1,-1,-1
2993,Black Kite,Dirtlawyer1,-1,-1
2994,Darkness Shines,Dirtlawyer1,-1,-1
2995,Leaky caldron,Dirtlawyer1,-1,-1
2996,Truthkeeper88,Dirtlawyer1,-1,-1
2997,Baseball Bugs,Dirtlawyer1,-1,-1
2998,Plastikspork,Dirtlawyer1,-1,-1
2999,Ched,Dirtlawyer1,-1,-1
3000,Graham87,Dirtlawyer1,-1,-1
3001,Beyond My Ken,Dirtlawyer1,-1,-1
3002,Trusilver,Dirtlawyer1,-1,-1
3003,Bidgee,Dirtlawyer1,-1,-1
